user_id,subscription_type,join_date,last_payment date,country,age,gender,device,plan_duration
370,Basic,22-10-22,29-06-23,Italy,46,Female,Smartphone,1 Month
371,Basic,30-09-22,25-06-23,United States,47,Male,Tablet,1 Month
372,Basic,06-09-22,27-06-23,Canada,31,Female,Tablet,1 Month
373,Standard,18-06-22,26-06-23,United Kingdom,44,Female,Tablet,1 Month
374,Premium,12-06-22,28-06-23,Australia,39,Female,Laptop,1 Month
375,Basic,17-06-22,28-06-23,Germany,44,Female,Laptop,1 Month
376,Basic,20-06-22,27-06-23,France,39,Female,Smartphone,1 Month
377,Premium,27-08-22,28-06-23,Brazil,37,Male,Laptop,1 Month
378,Standard,13-08-22,27-06-23,Mexico,47,Female,Laptop,1 Month
379,Standard,12-08-22,28-06-23,Spain,46,Female,Smart TV,1 Month
380,Basic,05-08-22,27-06-23,Italy,27,Female,Smart TV,1 Month
381,Premium,14-07-22,27-06-23,United States,43,Female,Laptop,1 Month
382,Standard,07-06-22,26-06-23,Canada,51,Male,Smart TV,1 Month
383,Basic,01-06-22,27-06-23,United Kingdom,49,Male,Smart TV,1 Month
384,Standard,19-05-22,28-06-23,Australia,35,Female,Smartphone,1 Month
385,Premium,22-05-22,27-06-23,Germany,44,Male,Smartphone,1 Month
386,Basic,11-07-22,26-06-23,France,48,Male,Tablet,1 Month
387,Premium,19-07-22,28-06-23,Brazil,39,Female,Tablet,1 Month
388,Standard,21-07-22,28-06-23,Mexico,38,Male,Laptop,1 Month
389,Basic,02-08-22,26-06-23,Spain,45,Male,Smart TV,1 Month
390,Standard,03-07-22,28-06-23,Italy,43,Female,Laptop,1 Month
391,Premium,23-06-22,27-06-23,United States,42,Male,Laptop,1 Month
392,Basic,03-06-22,28-06-23,Canada,28,Male,Smart TV,1 Month
393,Standard,03-06-22,26-06-23,United Kingdom,40,Male,Tablet,1 Month
394,Premium,30-05-22,27-06-23,Australia,41,Female,Tablet,1 Month
395,Basic,05-06-22,26-06-23,Germany,45,Female,Laptop,1 Month
396,Premium,10-06-22,27-06-23,France,30,Female,Smartphone,1 Month
397,Basic,14-07-22,26-06-23,Brazil,31,Female,Smartphone,1 Month
398,Standard,15-07-22,27-06-23,Mexico,51,Female,Tablet,1 Month
399,Standard,14-07-22,25-06-23,Spain,44,Female,Smartphone,1 Month
400,Basic,13-07-22,27-06-23,Italy,49,Male,Laptop,1 Month
401,Premium,17-07-22,26-06-23,United States,47,Female,Laptop,1 Month
402,Basic,21-07-22,26-06-23,Canada,42,Male,Smartphone,1 Month
403,Standard,23-07-22,28-06-23,United Kingdom,28,Male,Smartphone,1 Month
404,Premium,01-08-22,28-06-23,Australia,28,Male,Smartphone,1 Month
405,Basic,06-08-22,26-06-23,Germany,49,Female,Tablet,1 Month
406,Premium,19-08-22,26-06-23,France,32,Female,Smartphone,1 Month
407,Basic,26-08-22,27-06-23,Brazil,37,Female,Tablet,1 Month
408,Standard,27-09-22,27-06-23,Mexico,37,Female,Tablet,1 Month
409,Standard,15-09-22,25-06-23,Spain,37,Male,Smartphone,1 Month
410,Basic,02-09-22,25-06-23,Italy,37,Male,Smart TV,1 Month
411,Premium,03-09-22,26-06-23,United States,48,Female,Tablet,1 Month
412,Basic,03-09-22,26-06-23,Canada,47,Male,Laptop,1 Month
413,Standard,24-08-22,26-06-23,United Kingdom,41,Female,Smartphone,1 Month
414,Premium,21-08-22,27-06-23,Australia,47,Female,Laptop,1 Month
415,Basic,23-08-22,25-06-23,Germany,39,Female,Smartphone,1 Month
416,Premium,02-09-22,26-06-23,France,28,Male,Tablet,1 Month
417,Basic,21-09-22,29-06-23,Brazil,31,Male,Smart TV,1 Month
418,Standard,21-10-22,27-06-23,Mexico,47,Female,Smart TV,1 Month
419,Standard,30-10-22,27-06-23,Spain,27,Female,Laptop,1 Month
420,Basic,02-11-22,28-06-23,Italy,28,Male,Laptop,1 Month
421,Premium,16-10-22,28-06-23,United States,33,Male,Tablet,1 Month
422,Basic,15-09-22,29-06-23,Canada,29,Female,Tablet,1 Month
423,Standard,12-09-22,27-06-23,United Kingdom,41,Male,Smartphone,1 Month
424,Premium,18-09-22,29-06-23,Australia,28,Female,Tablet,1 Month
425,Basic,04-10-22,27-06-23,Germany,38,Male,Tablet,1 Month
426,Premium,05-10-22,30-06-23,France,35,Male,Laptop,1 Month
427,Basic,06-11-22,26-06-23,Brazil,51,Male,Smart TV,1 Month
428,Standard,17-11-22,28-06-23,Mexico,45,Male,Smartphone,1 Month
429,Standard,18-11-22,26-06-23,Spain,51,Male,Laptop,1 Month
430,Basic,22-11-22,30-06-23,Italy,46,Female,Smart TV,1 Month
431,Premium,04-12-22,28-06-23,United States,28,Male,Smart TV,1 Month
432,Basic,19-11-22,30-06-23,Canada,46,Female,Smart TV,1 Month
433,Standard,06-11-22,25-06-23,United Kingdom,46,Female,Smartphone,1 Month
434,Premium,15-10-22,29-06-23,Australia,32,Female,Laptop,1 Month
435,Basic,17-10-22,28-06-23,Germany,39,Female,Smart TV,1 Month
436,Premium,19-10-22,29-06-23,France,41,Female,Smartphone,1 Month
437,Basic,23-10-22,25-06-23,Brazil,47,Male,Smart TV,1 Month
438,Standard,24-10-22,28-06-23,Mexico,35,Male,Smart TV,1 Month
439,Standard,23-10-22,27-06-23,Spain,37,Female,Smart TV,1 Month
440,Basic,10-10-22,29-06-23,Italy,47,Male,Tablet,1 Month
441,Premium,05-10-22,28-06-23,United States,48,Female,Laptop,1 Month
442,Basic,01-07-22,27-06-23,Canada,30,Female,Laptop,1 Month
443,Standard,01-07-22,27-06-23,United Kingdom,36,Male,Smart TV,1 Month
444,Premium,25-06-22,28-06-23,Australia,50,Female,Smartphone,1 Month
445,Basic,24-06-22,28-06-23,Germany,41,Male,Tablet,1 Month
446,Basic,28-06-22,28-06-23,France,46,Female,Smartphone,1 Month
447,Basic,11-08-22,28-06-23,Brazil,36,Female,Laptop,1 Month
448,Standard,12-08-22,27-06-23,Mexico,48,Male,Tablet,1 Month
449,Premium,07-08-22,28-06-23,Spain,37,Female,Laptop,1 Month
450,Basic,06-08-22,27-06-23,Italy,49,Male,Laptop,1 Month
451,Basic,18-07-22,28-06-23,United States,31,Female,Laptop,1 Month
452,Premium,16-06-22,26-06-23,Canada,42,Female,Laptop,1 Month
453,Standard,30-05-22,28-06-23,United Kingdom,45,Female,Tablet,1 Month
454,Standard,28-05-22,28-06-23,Australia,51,Female,Tablet,1 Month
455,Basic,31-05-22,27-06-23,Germany,31,Female,Smart TV,1 Month
456,Premium,04-06-22,27-06-23,France,41,Male,Tablet,1 Month
457,Standard,29-06-22,28-06-23,Brazil,40,Male,Smart TV,1 Month
458,Basic,24-07-22,28-06-23,Mexico,27,Male,Tablet,1 Month
459,Standard,19-07-22,27-06-23,Spain,46,Female,Tablet,1 Month
460,Premium,30-06-22,28-06-23,Italy,30,Female,Smart TV,1 Month
461,Basic,16-06-22,27-06-23,United States,37,Male,Smart TV,1 Month
462,Premium,10-06-22,28-06-23,Canada,45,Male,Smartphone,1 Month
463,Standard,01-06-22,26-06-23,United Kingdom,40,Male,Smart TV,1 Month
464,Basic,03-06-22,28-06-23,Australia,45,Male,Laptop,1 Month
465,Standard,05-06-22,26-06-23,Germany,34,Male,Laptop,1 Month
466,Premium,07-06-22,27-06-23,France,33,Male,Laptop,1 Month
467,Basic,22-06-22,26-06-23,Brazil,47,Female,Laptop,1 Month
468,Standard,28-06-22,27-06-23,Mexico,32,Male,Smart TV,1 Month
469,Premium,29-06-22,29-06-23,Spain,41,Female,Tablet,1 Month
470,Basic,03-07-22,28-06-23,Italy,31,Female,Tablet,1 Month
471,Premium,08-07-22,27-06-23,United States,43,Male,Tablet,1 Month
472,Basic,13-07-22,27-06-23,Canada,32,Female,Tablet,1 Month
473,Standard,27-07-22,28-06-23,United Kingdom,46,Female,Smartphone,1 Month
474,Standard,30-07-22,28-06-23,Australia,38,Male,Smartphone,1 Month
475,Basic,13-08-22,26-06-23,Germany,31,Female,Smart TV,1 Month
476,Premium,18-08-22,26-06-23,France,31,Female,Laptop,1 Month
477,Basic,24-08-22,27-06-23,Brazil,50,Male,Laptop,1 Month
478,Standard,08-09-22,27-06-23,Mexico,32,Male,Laptop,1 Month
479,Premium,04-09-22,27-06-23,Spain,38,Female,Smartphone,1 Month
480,Basic,04-09-22,27-06-23,Italy,37,Female,Laptop,1 Month
481,Premium,04-09-22,26-06-23,United States,36,Male,Smart TV,1 Month
482,Basic,27-08-22,27-06-23,Canada,30,Male,Smart TV,1 Month
483,Standard,25-08-22,27-06-23,United Kingdom,28,Male,Smart TV,1 Month
484,Standard,25-08-22,28-06-23,Australia,40,Male,Smartphone,1 Month
485,Basic,01-09-22,28-06-23,Germany,28,Female,Tablet,1 Month
486,Premium,13-09-22,26-06-23,France,37,Female,Laptop,1 Month
487,Basic,05-10-22,29-06-23,Brazil,30,Male,Smart TV,1 Month
488,Standard,08-10-22,28-06-23,Mexico,33,Female,Smart TV,1 Month
489,Premium,26-10-22,28-06-23,Spain,49,Male,Tablet,1 Month
490,Basic,18-10-22,29-06-23,Italy,36,Female,Smart TV,1 Month
491,Premium,07-10-22,28-06-23,United States,28,Female,Smartphone,1 Month
492,Basic,17-09-22,30-06-23,Canada,51,Male,Tablet,1 Month
493,Standard,18-09-22,27-06-23,United Kingdom,35,Female,Smartphone,1 Month
494,Standard,27-09-22,29-06-23,Australia,31,Male,Smart TV,1 Month
495,Basic,30-09-22,27-06-23,Germany,39,Male,Smartphone,1 Month
496,Premium,30-10-22,30-06-23,France,51,Female,Laptop,1 Month
497,Basic,09-11-22,29-06-23,Brazil,44,Male,Smartphone,1 Month
498,Standard,17-11-22,28-06-23,Mexico,41,Female,Smartphone,1 Month
499,Premium,18-11-22,26-06-23,Spain,28,Female,Laptop,1 Month
500,Basic,22-11-22,30-06-23,Italy,38,Male,Laptop,1 Month
501,Premium,22-11-22,28-06-23,Spain,43,Male,Smartphone,1 Month
502,Basic,21-11-22,30-06-23,Spain,38,Male,Smartphone,1 Month
503,Standard,10-11-22,26-06-23,United States,30,Male,Tablet,1 Month
504,Standard,21-10-22,29-06-23,Canada,32,Female,Laptop,1 Month
505,Basic,21-10-22,28-06-23,United States,35,Male,Smartphone,1 Month
506,Premium,23-10-22,29-06-23,United States,27,Male,Smart TV,1 Month
507,Basic,24-10-22,26-06-23,Canada,49,Female,Tablet,1 Month
508,Standard,23-10-22,28-06-23,United Kingdom,42,Female,Tablet,1 Month
509,Premium,21-10-22,28-06-23,Australia,40,Male,Smartphone,1 Month
510,Basic,06-10-22,29-06-23,Germany,43,Female,Tablet,1 Month
511,Premium,26-07-22,28-06-23,France,44,Female,Smart TV,1 Month
512,Basic,13-07-22,28-06-23,Brazil,32,Male,Tablet,1 Month
513,Standard,06-07-22,28-06-23,Mexico,50,Male,Tablet,1 Month
514,Standard,07-07-22,28-06-23,Spain,35,Male,Tablet,1 Month
515,Basic,01-07-22,29-06-23,Italy,44,Female,Laptop,1 Month
516,Premium,31-07-22,28-06-23,Spain,42,Female,Smart TV,1 Month
517,Basic,06-08-22,28-06-23,Spain,34,Female,Smart TV,1 Month
518,Standard,07-08-22,27-06-23,United States,37,Female,Tablet,1 Month
519,Premium,06-08-22,28-06-23,Canada,43,Male,Smartphone,1 Month
520,Basic,03-08-22,28-06-23,United States,32,Male,Smart TV,1 Month
521,Basic,18-06-22,28-06-23,United States,33,Female,Smart TV,1 Month
522,Basic,17-06-22,27-06-23,Canada,32,Female,Tablet,1 Month
523,Standard,07-06-22,29-06-23,United Kingdom,41,Male,Smartphone,1 Month
524,Premium,06-06-22,28-06-23,Australia,31,Male,Tablet,1 Month
525,Basic,04-06-22,27-06-23,Germany,44,Male,Tablet,1 Month
526,Basic,20-06-22,28-06-23,France,49,Male,Laptop,1 Month
527,Premium,10-07-22,28-06-23,Brazil,48,Female,Tablet,1 Month
528,Standard,13-07-22,29-06-23,Mexico,42,Female,Smartphone,1 Month
529,Standard,07-07-22,27-06-23,Spain,50,Female,Laptop,1 Month
530,Basic,22-06-22,28-06-23,Italy,49,Female,Smart TV,1 Month
531,Premium,15-06-22,27-06-23,Spain,30,Female,Laptop,1 Month
532,Standard,03-06-22,28-06-23,Spain,38,Male,Laptop,1 Month
533,Basic,04-06-22,27-06-23,United States,38,Male,Smartphone,1 Month
534,Standard,05-06-22,28-06-23,Canada,39,Female,Smart TV,1 Month
535,Premium,07-06-22,29-06-23,United States,42,Female,Laptop,1 Month
536,Basic,14-06-22,29-06-23,United States,28,Male,Smart TV,1 Month
537,Premium,17-06-22,27-06-23,Canada,38,Male,Smartphone,1 Month
538,Standard,19-06-22,28-06-23,United Kingdom,40,Female,Tablet,1 Month
539,Basic,02-07-22,29-06-23,Australia,30,Female,Tablet,1 Month
540,Standard,03-07-22,29-06-23,Germany,40,Male,Smartphone,1 Month
541,Premium,13-07-22,27-06-23,France,31,Male,Smart TV,1 Month
542,Basic,26-07-22,27-06-23,Brazil,41,Male,Smartphone,1 Month
543,Standard,27-07-22,28-06-23,Mexico,37,Male,Smartphone,1 Month
544,Premium,08-08-22,28-06-23,Spain,49,Male,Tablet,1 Month
545,Basic,17-08-22,27-06-23,Italy,29,Male,Smart TV,1 Month
546,Premium,20-08-22,26-06-23,Spain,31,Male,Smart TV,1 Month
547,Basic,05-09-22,27-06-23,Spain,39,Male,Tablet,1 Month
548,Standard,05-09-22,27-06-23,United States,51,Female,Smartphone,1 Month
549,Standard,05-09-22,27-06-23,Canada,38,Female,Smartphone,1 Month
550,Basic,06-09-22,27-06-23,United States,29,Female,Tablet,1 Month
551,Premium,03-09-22,28-06-23,United States,41,Female,Laptop,1 Month
552,Basic,29-08-22,27-06-23,Canada,48,Female,Tablet,1 Month
553,Standard,27-08-22,28-06-23,United Kingdom,39,Male,Smart TV,1 Month
554,Premium,29-08-22,29-06-23,Australia,37,Male,Smartphone,1 Month
555,Basic,13-09-22,28-06-23,Germany,37,Female,Smartphone,1 Month
556,Premium,24-09-22,27-06-23,France,34,Male,Smartphone,1 Month
557,Basic,05-10-22,29-06-23,Brazil,37,Male,Smartphone,1 Month
558,Standard,18-10-22,30-06-23,Mexico,37,Female,Smart TV,1 Month
559,Standard,19-10-22,28-06-23,Spain,51,Female,Tablet,1 Month
560,Basic,14-10-22,29-06-23,Italy,45,Male,Laptop,1 Month
561,Premium,30-09-22,28-06-23,Spain,29,Female,Laptop,1 Month
562,Basic,19-09-22,30-06-23,Spain,37,Male,Laptop,1 Month
563,Standard,24-09-22,29-06-23,United States,34,Male,Tablet,1 Month
564,Premium,28-09-22,29-06-23,Canada,35,Male,Smartphone,1 Month
565,Basic,29-09-22,27-06-23,United States,29,Male,Laptop,1 Month
566,Premium,11-10-22,01-07-23,United States,45,Male,Tablet,1 Month
567,Basic,08-11-22,29-06-23,Canada,36,Male,Smart TV,1 Month
568,Standard,16-11-22,28-06-23,United Kingdom,27,Female,Laptop,1 Month
569,Standard,17-11-22,26-06-23,Australia,31,Female,Laptop,1 Month
570,Basic,20-11-22,30-06-23,Germany,41,Female,Laptop,1 Month
571,Premium,21-11-22,29-06-23,France,37,Male,Smart TV,1 Month
572,Basic,21-11-22,30-06-23,Brazil,49,Female,Tablet,1 Month
573,Standard,18-11-22,27-06-23,Mexico,37,Female,Smart TV,1 Month
574,Premium,26-10-22,29-06-23,Spain,36,Female,Smartphone,1 Month
575,Basic,25-10-22,28-06-23,Italy,38,Female,Smart TV,1 Month
576,Premium,26-10-22,30-06-23,Spain,49,Female,Tablet,1 Month
577,Basic,23-10-22,26-06-23,Spain,31,Male,Laptop,1 Month
578,Standard,23-10-22,28-06-23,United States,29,Female,Laptop,1 Month
579,Standard,16-10-22,28-06-23,Canada,35,Female,Tablet,1 Month
580,Basic,09-08-22,29-06-23,United States,46,Female,Tablet,1 Month
581,Premium,02-08-22,29-06-23,United States,29,Female,Laptop,1 Month
582,Basic,16-07-22,28-06-23,Canada,43,Female,Laptop,1 Month
583,Standard,17-07-22,28-06-23,United Kingdom,38,Female,Tablet,1 Month
584,Premium,14-07-22,28-06-23,Australia,48,Female,Smart TV,1 Month
585,Basic,16-07-22,29-06-23,Germany,41,Male,Laptop,1 Month
586,Premium,06-08-22,29-06-23,France,51,Female,Laptop,1 Month
587,Basic,07-08-22,28-06-23,Brazil,39,Male,Smart TV,1 Month
588,Standard,07-08-22,27-06-23,Mexico,31,Male,Smartphone,1 Month
589,Standard,04-08-22,29-06-23,Spain,28,Male,Laptop,1 Month
590,Basic,29-07-22,29-06-23,Italy,47,Male,Laptop,1 Month
591,Premium,19-06-22,28-06-23,Spain,35,Female,Smart TV,1 Month
592,Basic,09-06-22,29-06-23,Spain,33,Male,Smartphone,1 Month
593,Standard,06-06-22,29-06-23,United States,41,Male,Smartphone,1 Month
594,Premium,06-06-22,30-06-23,Canada,38,Female,Smart TV,1 Month
595,Basic,11-06-22,28-06-23,United States,49,Male,Laptop,1 Month
596,Basic,18-06-22,28-06-23,United States,29,Female,Smart TV,1 Month
597,Basic,27-06-22,28-06-23,Canada,50,Male,Laptop,1 Month
598,Standard,05-07-22,29-06-23,United Kingdom,29,Female,Tablet,1 Month
599,Premium,06-07-22,27-06-23,Australia,44,Male,Smart TV,1 Month
600,Basic,16-06-22,29-06-23,Germany,36,Female,Smart TV,1 Month
601,Basic,05-06-22,30-06-23,France,46,Female,Smart TV,1 Month
602,Premium,05-06-22,29-06-23,Brazil,30,Male,Smartphone,1 Month
603,Standard,06-06-22,27-06-23,Mexico,46,Female,Tablet,1 Month
604,Standard,07-06-22,28-06-23,Spain,33,Male,Smartphone,1 Month
605,Basic,10-06-22,29-06-23,Italy,46,Female,Tablet,1 Month
606,Premium,13-06-22,29-06-23,Spain,50,Male,Tablet,1 Month
607,Standard,14-06-22,27-06-23,Spain,27,Female,Smart TV,1 Month
608,Basic,22-06-22,28-06-23,United States,48,Female,Smart TV,1 Month
609,Standard,03-07-22,29-06-23,Canada,50,Female,Smartphone,1 Month
610,Premium,05-07-22,29-06-23,United States,28,Female,Tablet,1 Month
611,Basic,11-07-22,28-06-23,United States,29,Female,Smartphone,1 Month
612,Premium,17-07-22,27-06-23,Canada,36,Male,Smart TV,1 Month
613,Standard,27-07-22,28-06-23,United Kingdom,51,Male,Laptop,1 Month
614,Basic,14-08-22,28-06-23,Australia,51,Male,Smartphone,1 Month
615,Standard,15-08-22,27-06-23,Germany,43,Male,Smart TV,1 Month
616,Premium,02-09-22,27-06-23,France,38,Female,Laptop,1 Month
617,Basic,05-09-22,28-06-23,Brazil,45,Female,Smartphone,1 Month
618,Standard,06-09-22,28-06-23,Mexico,28,Female,Smart TV,1 Month
619,Premium,06-09-22,29-06-23,Spain,27,Male,Smartphone,1 Month
620,Basic,05-09-22,27-06-23,Italy,41,Female,Smartphone,1 Month
621,Premium,06-09-22,29-06-23,Spain,49,Male,Smart TV,1 Month
622,Basic,29-08-22,28-06-23,Spain,35,Male,Smartphone,1 Month
623,Standard,30-08-22,28-06-23,United States,29,Female,Smart TV,1 Month
624,Standard,02-09-22,30-06-23,Canada,42,Male,Smartphone,1 Month
625,Basic,20-09-22,28-06-23,United States,33,Male,Tablet,1 Month
626,Premium,23-09-22,30-06-23,United States,30,Male,Laptop,1 Month
627,Basic,29-09-22,29-06-23,Canada,43,Female,Smart TV,1 Month
628,Standard,09-10-22,01-07-23,United Kingdom,42,Male,Smartphone,1 Month
629,Premium,12-10-22,29-06-23,Australia,39,Male,Tablet,1 Month
630,Basic,06-10-22,30-06-23,Germany,32,Female,Smart TV,1 Month
631,Premium,21-09-22,28-06-23,France,31,Male,Smartphone,1 Month
632,Basic,23-09-22,01-07-23,Brazil,39,Male,Smartphone,1 Month
633,Standard,28-09-22,29-06-23,Mexico,41,Female,Smartphone,1 Month
634,Standard,29-09-22,29-06-23,Spain,51,Female,Smart TV,1 Month
635,Basic,03-10-22,27-06-23,Italy,29,Male,Laptop,1 Month
636,Premium,28-10-22,01-07-23,Spain,33,Female,Smart TV,1 Month
637,Basic,14-11-22,29-06-23,Spain,51,Female,Tablet,1 Month
638,Standard,16-11-22,01-07-23,United States,38,Male,Tablet,1 Month
639,Premium,17-11-22,28-06-23,Canada,37,Female,Laptop,1 Month
640,Basic,20-11-22,30-06-23,United States,50,Female,Laptop,1 Month
641,Premium,21-11-22,29-06-23,United States,33,Male,Tablet,1 Month
642,Basic,19-11-22,01-07-23,Canada,27,Male,Laptop,1 Month
643,Standard,28-10-22,27-06-23,United Kingdom,50,Female,Smartphone,1 Month
644,Standard,27-10-22,29-06-23,Australia,47,Female,Laptop,1 Month
645,Basic,27-10-22,29-06-23,Germany,41,Male,Laptop,1 Month
646,Premium,27-10-22,30-06-23,France,49,Female,Laptop,1 Month
647,Basic,25-10-22,28-06-23,Brazil,32,Male,Smart TV,1 Month
648,Standard,17-10-22,28-06-23,Mexico,38,Female,Smartphone,1 Month
649,Premium,20-08-22,29-06-23,Spain,38,Female,Smartphone,1 Month
650,Basic,16-08-22,29-06-23,Italy,28,Female,Smart TV,1 Month
651,Premium,15-08-22,29-06-23,Spain,31,Male,Tablet,1 Month
652,Basic,15-08-22,29-06-23,Spain,39,Female,Smartphone,1 Month
653,Standard,29-07-22,29-06-23,United States,28,Female,Smartphone,1 Month
654,Standard,17-07-22,28-06-23,Canada,30,Female,Smartphone,1 Month
655,Basic,26-07-22,29-06-23,United States,42,Male,Tablet,1 Month
656,Premium,31-07-22,29-06-23,United States,33,Female,Laptop,1 Month
657,Basic,03-08-22,29-06-23,Canada,34,Female,Smart TV,1 Month
658,Standard,04-08-22,29-06-23,United Kingdom,49,Female,Smart TV,1 Month
659,Premium,03-08-22,29-06-23,Australia,41,Male,Laptop,1 Month
660,Basic,27-06-22,29-06-23,Germany,28,Male,Smart TV,1 Month
661,Premium,27-06-22,28-06-23,France,49,Female,Laptop,1 Month
662,Basic,15-06-22,29-06-23,Brazil,49,Male,Tablet,1 Month
663,Standard,13-06-22,29-06-23,Mexico,36,Male,Tablet,1 Month
664,Standard,12-06-22,30-06-23,Spain,31,Male,Smart TV,1 Month
665,Basic,18-06-22,28-06-23,Italy,38,Male,Smartphone,1 Month
666,Premium,26-06-22,29-06-23,Spain,34,Female,Tablet,1 Month
667,Basic,30-06-22,30-06-23,Spain,51,Female,Smartphone,1 Month
668,Standard,03-07-22,30-06-23,United States,49,Male,Smart TV,1 Month
669,Premium,19-06-22,28-06-23,Canada,27,Female,Tablet,1 Month
670,Basic,08-06-22,29-06-23,United States,38,Male,Smart TV,1 Month
671,Basic,08-06-22,30-06-23,United States,51,Male,Tablet,1 Month
672,Basic,09-06-22,30-06-23,Canada,47,Female,Tablet,1 Month
673,Standard,09-06-22,27-06-23,United Kingdom,37,Male,Smartphone,1 Month
674,Premium,10-06-22,28-06-23,Australia,37,Female,Laptop,1 Month
675,Basic,11-06-22,29-06-23,Germany,39,Female,Tablet,1 Month
676,Basic,13-06-22,29-06-23,France,31,Male,Smartphone,1 Month
677,Premium,17-06-22,28-06-23,Brazil,36,Male,Smart TV,1 Month
678,Standard,27-06-22,28-06-23,Mexico,42,Female,Smart TV,1 Month
679,Standard,05-07-22,29-06-23,Spain,49,Male,Laptop,1 Month
680,Basic,07-07-22,29-06-23,Italy,44,Female,Laptop,1 Month
681,Premium,16-07-22,28-06-23,Spain,33,Male,Laptop,1 Month
682,Standard,23-07-22,27-06-23,Spain,42,Male,Tablet,1 Month
683,Basic,03-08-22,29-06-23,United States,39,Male,Smartphone,1 Month
684,Standard,11-08-22,29-06-23,Canada,49,Male,Smartphone,1 Month
685,Premium,15-08-22,30-06-23,United States,31,Male,Smartphone,1 Month
686,Basic,18-08-22,28-06-23,United States,37,Male,Tablet,1 Month
687,Premium,26-08-22,29-06-23,Canada,30,Female,Tablet,1 Month
688,Standard,03-09-22,28-06-23,United Kingdom,42,Male,Smartphone,1 Month
689,Basic,04-09-22,29-06-23,Australia,37,Female,Smart TV,1 Month
690,Standard,05-09-22,30-06-23,Germany,36,Male,Laptop,1 Month
691,Premium,01-09-22,29-06-23,France,28,Female,Laptop,1 Month
692,Basic,31-08-22,30-06-23,Brazil,36,Male,Tablet,1 Month
693,Standard,01-09-22,29-06-23,Mexico,31,Female,Tablet,1 Month
694,Premium,17-09-22,01-07-23,Spain,46,Male,Smart TV,1 Month
695,Basic,21-09-22,28-06-23,Italy,28,Male,Laptop,1 Month
696,Premium,29-09-22,01-07-23,Spain,31,Male,Tablet,1 Month
697,Basic,06-10-22,29-06-23,Spain,43,Male,Smart TV,1 Month
698,Standard,12-10-22,02-07-23,United States,28,Male,Laptop,1 Month
699,Standard,07-10-22,30-06-23,Canada,32,Female,Smartphone,1 Month
700,Basic,04-10-22,30-06-23,United States,31,Female,Laptop,1 Month
701,Premium,24-09-22,28-06-23,United States,45,Male,Smart TV,1 Month
702,Basic,25-09-22,01-07-23,Canada,36,Male,Smartphone,1 Month
703,Standard,27-09-22,30-06-23,United Kingdom,35,Male,Laptop,1 Month
704,Premium,30-09-22,01-07-23,Australia,27,Female,Tablet,1 Month
705,Basic,04-10-22,28-06-23,Germany,32,Male,Laptop,1 Month
706,Premium,24-10-22,01-07-23,France,46,Female,Smartphone,1 Month
707,Basic,28-10-22,30-06-23,Brazil,36,Male,Smart TV,1 Month
708,Standard,02-11-22,01-07-23,Mexico,39,Male,Laptop,1 Month
709,Standard,07-11-22,28-06-23,Spain,48,Female,Smart TV,1 Month
710,Basic,10-11-22,30-06-23,Italy,48,Female,Smart TV,1 Month
711,Premium,15-11-22,29-06-23,Spain,27,Female,Laptop,1 Month
712,Basic,08-11-22,01-07-23,Spain,45,Male,Tablet,1 Month
713,Standard,01-11-22,27-06-23,United States,30,Male,Laptop,1 Month
714,Premium,30-10-22,29-06-23,Canada,29,Male,Tablet,1 Month
715,Basic,28-10-22,29-06-23,United States,43,Female,Laptop,1 Month
716,Premium,26-10-22,30-06-23,United States,43,Male,Laptop,1 Month
717,Basic,18-10-22,29-06-23,Canada,39,Female,Tablet,1 Month
718,Standard,30-09-22,30-06-23,United Kingdom,27,Male,Tablet,1 Month
719,Standard,03-09-22,29-06-23,Australia,33,Female,Tablet,1 Month
720,Basic,23-08-22,29-06-23,Germany,32,Female,Tablet,1 Month
721,Premium,16-08-22,29-06-23,France,37,Female,Tablet,1 Month
722,Basic,11-08-22,30-06-23,Brazil,45,Male,Smartphone,1 Month
723,Standard,01-08-22,30-06-23,Mexico,40,Female,Smartphone,1 Month
724,Premium,01-08-22,29-06-23,Spain,44,Male,Laptop,1 Month
725,Basic,01-08-22,29-06-23,Italy,29,Female,Tablet,1 Month
726,Premium,02-08-22,30-06-23,Spain,50,Male,Laptop,1 Month
727,Basic,04-08-22,29-06-23,Spain,32,Female,Laptop,1 Month
728,Standard,04-08-22,29-06-23,United States,39,Male,Laptop,1 Month
729,Standard,07-07-22,30-06-23,Canada,43,Female,Smartphone,1 Month
730,Basic,27-06-22,30-06-23,United States,49,Female,Smartphone,1 Month
731,Premium,19-06-22,29-06-23,United States,30,Male,Tablet,1 Month
732,Basic,19-06-22,29-06-23,Canada,47,Male,Tablet,1 Month
733,Standard,18-06-22,29-06-23,United Kingdom,51,Female,Laptop,1 Month
734,Premium,19-06-22,30-06-23,Australia,40,Male,Tablet,1 Month
735,Basic,24-06-22,28-06-23,Germany,40,Male,Laptop,1 Month
736,Premium,30-06-22,30-06-23,France,49,Male,Smartphone,1 Month
737,Basic,02-07-22,30-06-23,Brazil,43,Female,Tablet,1 Month
738,Standard,26-06-22,01-07-23,Mexico,44,Female,Smartphone,1 Month
739,Standard,21-06-22,28-06-23,Spain,27,Male,Smartphone,1 Month
740,Basic,16-06-22,29-06-23,Italy,30,Male,Tablet,1 Month
